66,66,60,60,55,55,51,61,50,63,50,50,60,60,49,49,49,60,49,50,51,51,52,52,56,66,66,69,69,52,51,65,50,53,57,61,56,58,54,67,65,61,68,68,67,51,53,53,64,58,69,63,55,55,59,59,62,62,63,63,87,87,81,81,76,76,72,82,71,84,71,71,81,81,70,70,70,81,70,71,72,72,73,73,77,87,87,90,90,73,72,86,71,74,78,82,77,79,75,88,86,82,89,89,88,72,74,74,85,79,90,84,76,76,80,80,83,83,84,84,108,108,102,102,97,97,93,103,92,105,92,92,102,102,91,91,91,102,91,92,93,93,94,94,98,108,108,111,111,94,93,107,92,95,99,103,98,100,96,109,107,103,110,110,109,93,95,95,106,100,111,105,97,97,101,101,104,104,105,105
68,67,7,9,54,14,66,59,63,59,57,69,62,58,58,56,64,24,62,59,65,64,49,51,10,22,21,56,54,69,52,18,65,12,14,3,11,9,11,19,19,16,20,8,20,67,4,54,22,10,55,17,13,53,15,57,23,64,61,18,89,88,2,25,75,38,87,80,84,80,78,90,83,79,79,77,85,32,83,80,86,85,70,72,26,30,29,77,75,90,73,34,86,28,38,8,27,25,27,35,35,40,36,1,36,88,5,75,30,26,76,33,37,74,39,78,31,85,82,34,110,109,7,24,96,39,108,101,105,101,99,111,104,100,100,98,106,44,104,101,107,106,91,93,23,42,41,98,96,111,94,46,107,21,39,5,22,24,22,47,47,37,48,6,48,109,8,96,42,23,97,45,40,95,38,99,43,106,103,46
21,68,9,58,53,57,64,16,65,61,59,57,24,62,56,69,62,7,58,63,67,49,69,49,11,64,22,54,55,50,65,19,52,4,15,17,54,10,12,20,67,3,8,21,68,66,13,12,23,56,57,18,14,13,16,15,24,23,17,65,29,89,25,79,74,78,85,40,86,82,80,78,32,83,77,90,83,2,79,84,88,70,90,70,27,85,30,75,76,71,86,35,73,5,39,33,75,26,28,36,88,8,1,29,89,87,37,28,31,77,78,34,38,37,40,39,32,31,33,86,41,110,24,100,95,99,106,37,107,103,101,99,44,104,98,111,104,7,100,105,109,91,111,91,22,106,42,96,97,92,107,47,94,8,38,45,96,23,21,48,109,5,6,41,110,108,40,21,43,98,99,46,39,40,37,38,44,43,45,107
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
