35,34,34,30,35,35,30,36,30,29,31,31,31,31,32,33,32,32,36,33,32,29,36,32,29,31,43,42,42,38,43,43,38,44,38,37,39,39,39,39,40,41,40,40,44,41,40,37,44,40,37,39,51,50,50,46,51,51,46,52,46,45,47,47,47,47,48,49,48,48,52,49,48,45,52,48,45,47
11,9,10,15,33,34,16,9,36,35,30,13,29,35,15,10,14,30,7,4,8,3,16,31,12,34,23,17,18,19,41,42,20,17,44,43,38,21,37,43,19,18,22,38,2,5,1,8,20,39,24,42,24,16,15,25,49,50,26,16,52,51,46,27,45,51,25,15,28,46,7,8,6,5,26,47,23,50
12,10,33,16,11,33,36,34,34,12,34,14,13,29,30,4,8,31,9,11,15,13,7,14,3,35,24,18,41,20,23,41,44,42,42,24,42,22,21,37,38,5,1,39,17,23,19,21,2,22,8,43,23,15,49,26,24,49,52,50,50,23,50,28,27,45,46,8,6,47,16,24,25,27,7,28,5,51
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
