1,19,20,3,12,11,2,17,18,5,27,28,6,25,26,7,9,10,1,22,21,8,15,16,5,23,24,8,14,13
19,20,2,12,11,4,17,18,5,27,28,6,25,26,7,9,10,4,22,21,8,15,16,7,23,24,8,14,13,3
0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667
0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,1
1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10
2,2,2,0,0,0,2,2,2,3,3,3,3,3,3,1,1,1,0,0,0,1,1,1,2,2,2,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,1,1,1
