2,8,4,8,6,8,19,20,20,19,21,21,9,18,14,17,12,16,15,10,16,11,17,13,19,20,20,19,21,21,8,4,8,2,8,6,15,10,16,11,17,13,9,18,14,17,12,16,9,18,14,17,12,16,15,10,16,11,17,13,1,3,7,5,5,7,19,20,20,19,21,21,50,59,57,53,62,64,38,33,29,24,40,26,28,23,39,34,30,36,50,59,57,53,62,64
48,55,54,49,60,61,49,54,55,48,61,60,42,47,44,45,46,43,42,47,44,45,46,43,50,59,57,53,62,64,38,33,29,24,40,26,28,23,39,34,30,36,50,59,57,53,62,64,32,31,37,40,35,29,52,56,58,51,65,63,22,41,27,30,25,39,52,56,58,51,65,63,32,31,37,40,35,29,52,56,58,51,65,63,22,41,27,30,25,39,52,56,58,51,65,63
32,31,37,40,35,29,52,56,58,51,65,63,22,41,27,30,25,39,52,56,58,51,65,63,48,55,54,49,60,61,49,54,55,48,61,60,42,47,44,45,46,43,42,47,44,45,46,43,50,59,57,53,62,64,38,33,29,24,40,26,28,23,39,34,30,36,50,59,57,53,62,64,48,55,54,49,60,61,49,54,55,48,61,60,42,47,44,45,46,43,42,47,44,45,46,43
2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,3
